type,gene,db_xref,start,end,length,strand,product
CDS,none,GI:31792567,1542690,1543487,799,1,GLYCOLIPID SULFOTRANSFERASE [FIRST PART]
CDS,none,GI:31792568,1543751,1544209,460,-1,hypothetical protein
CDS,none,GI:31792569,1544511,1545830,1321,1,hypothetical protein
CDS,none,GI:31792570,1545827,1547320,1495,1,hypothetical protein
CDS,none,GI:31792571,1547258,1547896,640,-1,PUTATIVE TRANSFERASE
CDS,none,GI:31792572,1547907,1549334,1429,-1,hypothetical protein
CDS,pyrR,GI:31792573,1549333,1549914,583,1,pyrimidine regulatory protein PyrR
CDS,pyrB,GI:31792574,1549911,1550870,961,1,aspartate carbamoyltransferase catalytic subunit
CDS,pyrC,GI:31792575,1550867,1552159,1294,1,dihydroorotase
CDS,none,GI:31792576,1552156,1552653,499,1,PROBABLE EXPORT OR MEMBRANE PROTEIN
CDS,carA,GI:31792577,1552650,1553780,1132,1,carbamoyl-phosphate synthase small subunit
CDS,carB,GI:31792578,1553780,1557127,3349,1,carbamoyl-phosphate synthase large subunit
CDS,pyrF,GI:31792579,1557124,1557948,826,1,orotidine 5'-phosphate decarboxylase
CDS,PE15,GI:31792580,1558143,1558451,310,1,PE FAMILY PROTEIN
CDS,PPE20,GI:31792581,1558448,1560067,1621,1,PPE FAMILY PROTEIN
CDS,mihF,GI:31792582,1560373,1560945,574,1,PUTATIVE INTEGRATION HOST FACTOR MIHF
CDS,gmk,GI:31792583,1561080,1561706,628,1,guanylate kinase
CDS,rpoZ,GI:31792584,1561772,1562104,334,1,DNA-directed RNA polymerase omega subunit
CDS,dfp,GI:31792585,1562120,1563376,1258,1,phosphopantothenoylcysteine synthase/decarboxylase
CDS,metK,GI:31792586,1563504,1564715,1213,1,S-adenosylmethionine synthetase
CDS,none,GI:31792587,1564788,1566266,1480,-1,PROBABLE MONOXYGENASE
CDS,cyp132,GI:31792588,1566263,1567648,1387,-1,PROBABLE CYTOCHROME P450 132 CYP132
CDS,none,GI:31792589,1567726,1568760,1036,1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN
CDS,PE_PGRS25,GI:31792590,1568806,1570164,1360,-1,PE-PGRS FAMILY PROTEIN
CDS,none,GI:31792591,1570419,1570820,403,-1,hypothetical protein
CDS,none,GI:31792592,1570817,1571074,259,-1,hypothetical protein
CDS,lipH,GI:31792593,1571157,1572116,961,-1,PROBABLE LIPASE LIPH
CDS,lipI,GI:31792594,1572141,1573103,964,-1,PROBABLE LIPASE LIPH
CDS,none,GI:31792595,1573237,1573839,604,1,POSSIBLE MEMBRANE PROTEIN
CDS,priA,GI:31792596,1573920,1575887,1969,1,primosome assembly protein PriA
CDS,none,GI:31792597,1575905,1576729,826,-1,PUTATIVE METHYLTRANSFERASE
CDS,none,GI:31792598,1576898,1577380,484,1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN
CDS,none,GI:31792599,1577452,1578276,826,-1,PUTATIVE METHYLTRANSFERASE
CDS,fmt,GI:31792600,1578473,1579411,940,1,methionyl-tRNA formyltransferase
CDS,fmu,GI:31792601,1579408,1580781,1375,1,PROBABLE FMU PROTEIN (SUN PROTEIN)
CDS,rpe,GI:31792602,1580806,1581504,700,1,ribulose-phosphate 3-epimerase
CDS,ribG,GI:31792603,1581501,1582520,1021,1,PROBABLE BIFUNCTIONAL riboflavin biosynthesis protein RIBG : Diaminohydroxyphosphoribosylaminopyrimidine deaminase (Riboflavin-specific deaminase) + 5-amino-6-(5-phosphoribosylamino) uracil reductase (HTP reductase)
CDS,none,GI:31792604,1582517,1584073,1558,-1,AMINOGLYCOSIDES/TETRACYCLINE-TRANSPORT INTEGRAL MEMBRANE PROTEIN
CDS,lprG,GI:31792605,1584079,1584789,712,-1,PROBABLE CONSERVED LIPOPROTEIN LPRG
CDS,ribC,GI:31792606,1584874,1585479,607,1,riboflavin synthase subunit alpha
CDS,none,GI:31792607,1585693,1586208,517,1,hypothetical protein
CDS,none,GI:31792608,1586198,1586599,403,1,hypothetical protein
CDS,ribA2,GI:31792609,1586704,1587981,1279,1,"bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II protein"
CDS,ribH,GI:31792610,1587996,1588460,466,1,riboflavin synthase subunit beta
CDS,none,GI:31792611,1588457,1588921,466,1,POSSIBLE CONSERVED MEMBRANE PROTEIN
CDS,lprH,GI:31792612,1588946,1589632,688,1,PROBABLE LIPOPROTEIN LPRH
CDS,none,GI:31792613,1589812,1590285,475,1,hypothetical protein
CDS,uvrC,GI:31792614,1590349,1592289,1942,1,excinuclease ABC subunit C
CDS,none,GI:31792615,1592286,1593191,907,1,hypothetical protein
CDS,none,GI:31792616,1593188,1594216,1030,1,hypothetical protein
CDS,whiA,GI:31792617,1594213,1595190,979,1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIA
CDS,none,GI:31792618,1595200,1595961,763,-1,POSSIBLE MEMBRANE PROTEIN
CDS,none,GI:31792619,1595965,1597344,1381,1,hypothetical protein
CDS,lipO,GI:31792620,1597366,1598628,1264,-1,PROBABLE ESTERASE LIPO
CDS,fadD12,GI:31792621,1598628,1600235,1609,-1,acyl-CoA synthase
CDS,none,GI:31792622,1600239,1601066,829,-1,hypothetical protein
CDS,none,GI:31792623,1601185,1602453,1270,1,hypothetical protein
CDS,PE16,GI:31792624,1602693,1604279,1588,1,PE FAMILY PROTEIN
CDS,none,GI:31792625,1604390,1606159,1771,1,hypothetical protein
CDS,none,GI:31792626,1606156,1607577,1423,1,PROBABLE DEHYDROGENASE
CDS,none,GI:31792627,1607741,1608556,817,1,POSSIBLE CONSERVED EXPORTED PROTEIN
CDS,none,GI:31792628,1608563,1608700,139,1,hypothetical protein
CDS,none,GI:31792629,1608649,1609278,631,-1,"Probable conserved Proline, Glycine, Valine-rich secreted protein"
CDS,gap,GI:31792630,1609635,1610654,1021,1,glyceraldehyde-3-phosphate dehydrogenase
CDS,pgk,GI:31792631,1610657,1611895,1240,1,phosphoglycerate kinase
CDS,tpi,GI:31792632,1611892,1612677,787,1,triosephosphate isomerase
CDS,none,GI:31792633,1613289,1613714,427,-1,hypothetical protein
CDS,secG,GI:31792634,1614165,1614398,235,1,protein-export membrane protein
CDS,PE_PGRS26,GI:31792635,1614537,1616012,1477,-1,PE-PGRS FAMILY PROTEIN
CDS,bisC,GI:31792636,1616119,1618419,2302,1,PROBABLE BIOTIN SULFOXIDE REDUCTASE BISC (BDS reductase) (BSO reductase)
CDS,none,GI:31792637,1618535,1619020,487,-1,hypothetical protein
CDS,none,GI:31792638,1619634,1620044,412,-1,hypothetical protein
CDS,devB,GI:31792639,1620061,1620804,745,-1,6-phosphogluconolactonase
CDS,opcA,GI:31792640,1620801,1621712,913,-1,PUTATIVE OXPP CYCLE PROTEIN OPCA
CDS,zwf2,GI:31792641,1621765,1623309,1546,-1,glucose-6-phosphate 1-dehydrogenase
CDS,tal,GI:31792642,1623306,1624427,1123,-1,transaldolase
CDS,tkt,GI:31792643,1624444,1626546,2104,-1,transketolase
CDS,PE_PGRS27,GI:31792644,1626985,1631211,4228,-1,PE-PGRS FAMILY PROTEIN
CDS,ctaB,GI:31792645,1631613,1632539,928,1,hypothetical protein
CDS,PE_PGRS28,GI:31792646,1632588,1634975,2389,-1,PE-PGRS FAMILY PROTEIN
CDS,none,GI:31792647,1635127,1636392,1267,1,POSSIBLE TRANSCRIPTIONAL ACTIVATOR PROTEIN
CDS,qor,GI:31792648,1636420,1637406,988,-1,PROBABLE QUINONE REDUCTASE QOR (NADPH:quinone reductase) (Zeta-crystallin homolog protein)
CDS,none,GI:31792649,1637426,1638289,865,1,hypothetical protein
CDS,none,GI:31792650,1638239,1639171,934,-1,PROBABLE UNIDENTIFIED ANTIBIOTIC-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER
CDS,none,GI:31792651,1639283,1640068,787,-1,PROBABLE UNIDENTIFIED ANTIBIOTIC-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER
CDS,none,GI:31792652,1640065,1641006,943,-1,PROBABLE UNIDENTIFIED ANTIBIOTIC-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER
CDS,none,GI:31792653,1641109,1642884,1777,-1,POSSIBLE CONSERVED INTEGRAL MEMBRANE PROTEIN
CDS,none,GI:31792654,1642932,1643738,808,1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN
CDS,none,GI:31792655,1643735,1646275,2542,1,hypothetical protein
CDS,none,GI:31792656,1646272,1647465,1195,1,hypothetical protein
CDS,none,GI:31792657,1647462,1648262,802,1,PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER
CDS,csd,GI:31792658,1648264,1649517,1255,1,PROBABLE CYSTEINE DESULFURASE CSD
CDS,none,GI:31792659,1649514,1650002,490,1,POSSIBLE NITROGEN FIXATION RELATED PROTEIN
CDS,none,GI:31792660,1649977,1650324,349,1,hypothetical protein
CDS,fadE15,GI:31792661,1650419,1652248,1831,-1,PROBABLE ACYL-COA DEHYDROGENASE FADE15
CDS,PE_PGRS29,GI:31792662,1652355,1653467,1114,-1,PE-PGRS FAMILY PROTEIN
CDS,ctpD,GI:31792663,1653709,1655682,1975,1,PROBABLE CATION TRANSPORTER P-TYPE ATPASE D CTPD
CDS,trxA,GI:31792664,1655726,1656100,376,1,PROBABLE THIOREDOXIN TRXA
CDS,trxB1,GI:31792665,1656116,1656487,373,1,PROBABLE THIOREDOXIN TRXB1
CDS,echA12,GI:31792666,1656509,1657366,859,1,enoyl-CoA hydratase
CDS,none,GI:31792667,1657402,1659030,1630,1,PROBABLE MACROLIDE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER
CDS,none,GI:31792668,1659127,1659318,193,1,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN
CDS,none,GI:31792669,1659387,1659950,565,-1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN
CDS,acn,GI:31792670,1659961,1662792,2833,-1,aconitate hydratase
CDS,none,GI:31792671,1662950,1663510,562,1,POSSIBLE MEMBRANE PROTEIN
CDS,none,GI:31792672,1663736,1665154,1420,1,HYPOTHETICAL INVASION PROTEIN
CDS,none,GI:31792673,1665165,1665890,727,1,HYPOTHETICAL INVASION PROTEIN
CDS,moxR1,GI:31792674,1666029,1667162,1135,1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN MOXR1
CDS,none,GI:31792675,1667159,1668112,955,1,hypothetical protein
CDS,none,GI:31792676,1668123,1669130,1009,1,PROBABLE MEMBRANE PROTEIN
CDS,none,GI:31792677,1669203,1670045,844,-1,hypothetical protein
CDS,fabG1,GI:31792678,1670186,1670929,745,1,PROBABLE 3-OXOACYL-[ACYL-CARRIER PROTEIN] REDUCTASE FABG1 (3-KETOACYL-ACYL CARRIER PROTEIN REDUCTASE)
CDS,inhA,GI:31792679,1670948,1671757,811,1,enoyl-(acyl carrier protein) reductase
CDS,hemZ,GI:31792680,1671763,1672797,1036,1,ferrochelatase
CDS,none,GI:31792681,1672763,1673629,868,-1,hypothetical protein
CDS,none,GI:31792682,1673687,1674121,436,1,hypothetical protein
CDS,none,GI:31792683,1674143,1675288,1147,1,POSSIBLE EXPORTED CONSERVED PROTEIN
CDS,none,GI:31792684,1675298,1675654,358,1,hypothetical protein
CDS,none,GI:31792685,1675688,1675918,232,1,hypothetical protein
CDS,none,GI:31792686,1676068,1677375,1309,1,PROBABLE MEMBRANE PROTEIN
CDS,none,GI:31792687,1677954,1678712,760,-1,hypothetical protein
CDS,mutA,GI:31792688,1678903,1680750,1849,1,PROBABLE METHYLMALONYL-COA MUTASE SMALL SUBUNIT MUTA (MCM)
CDS,mutB,GI:31792689,1680751,1683003,2254,1,methylmalonyl-CoA mutase
CDS,none,GI:31792690,1683017,1683319,304,1,hypothetical protein
CDS,none,GI:31792691,1683316,1683633,319,1,hypothetical protein
CDS,none,GI:31792692,1683630,1684634,1006,1,arginine/ornithine transport system ATPase
CDS,lipL,GI:31792693,1684687,1685976,1291,1,PROBABLE ESTERASE LIPL
CDS,none,GI:31792694,1686049,1686666,619,-1,PROBABLE METHYLTRANSFERASE
CDS,none,GI:31792695,1686880,1687071,193,-1,hypothetical protein
CDS,none,GI:31792696,1687153,1687551,400,1,hypothetical protein
CDS,none,GI:31792697,1687596,1688624,1030,1,PROBABLE GLYCOSYLTRANSFERASE
CDS,none,GI:31792698,1688636,1689457,823,1,hypothetical protein
CDS,none,GI:31792699,1689670,1690020,352,1,HYPOTHETICAL PROTEIN [FIRST PART]
CDS,none,GI:31792700,1689999,1690568,571,1,HYPOTHETICAL PROTEIN [SECOND PART]
CDS,none,GI:31792701,1690741,1691889,1150,-1,hypothetical protein
CDS,none,GI:31792702,1692026,1692691,667,-1,hypothetical protein
CDS,none,GI:31792703,1692884,1693648,766,1,hypothetical protein
CDS,none,GI:31792704,1693657,1694616,961,1,hypothetical protein
CDS,none,GI:31792705,1694746,1695015,271,1,hypothetical protein
CDS,none,GI:31792706,1695041,1696081,1042,1,probable sugar transferase
CDS,fadD25,GI:31792707,1696315,1698066,1753,1,acyl-CoA synthase
CDS,mmpL12,GI:31792708,1698302,1701625,3325,-1,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL12
CDS,none,GI:31792709,1701666,1702709,1045,1,Probable methyltransferase
CDS,none,GI:31792710,1702739,1703983,1246,1,Probable glycosyltransferase
CDS,wbbL2,GI:31792711,1704030,1704815,787,1,POSSIBLE RHAMNOSYL TRANSFERASE WBBL2
CDS,none,GI:31792712,1704793,1706073,1282,-1,Probable glycosyltransferase
CDS,pks5,GI:31792713,1706096,1712422,6328,-1,Probable polyketide synthase pks5
CDS,papA4,GI:31792714,1712966,1713463,499,-1,PROBABLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA4
CDS,fadD24,GI:31792715,1713515,1715269,1756,1,acyl-CoA synthase
CDS,adh,GI:31792716,1715386,1716489,1105,1,Probable alcohol dehydrogenase adh
CDS,none,GI:31792717,1716486,1717052,568,1,hypothetical protein
CDS,none,GI:31792718,1717129,1717563,436,-1,hypothetical protein
CDS,none,GI:31792719,1717623,1718750,1129,1,hypothetical protein
CDS,none,GI:31792720,1718747,1719424,679,1,Probable transcriptional regulator
CDS,none,GI:31792721,1719989,1720225,238,1,hypothetical protein
CDS,ileS,GI:31792722,1720532,1723657,3127,1,isoleucyl-tRNA synthetase
CDS,dinX,GI:31792723,1723869,1725260,1393,1,DNA polymerase IV
CDS,ansA,GI:31792724,1725225,1726205,982,-1,Probable L-aparaginase ansA
CDS,lspA,GI:31792725,1726257,1726865,610,1,signal peptidase II
CDS,none,GI:31792726,1726858,1727784,928,1,CONSERVED HYPOTHETICAL PROTEIN MEMBER OF yabO/yceC/yfiI FAMILY
CDS,lprI,GI:31792727,1727791,1728384,595,-1,Possible lipoprotein lprI
CDS,glbN,GI:31792728,1728439,1728849,412,-1,Probable hemoglobin glbN
CDS,none,GI:31792729,1729077,1730102,1027,1,POSSIBLE FATTY ACYL-COA REDUCTASE
CDS,none,GI:31792730,1730107,1730910,805,1,Possible ketoacyl reductase
CDS,none,GI:31792731,1730932,1731159,229,1,hypothetical protein
CDS,none,GI:31792732,1731208,1731639,433,1,hypothetical protein
CDS,dnaE1,GI:31792733,1731707,1735261,3556,1,DNA polymerase III subunit alpha
CDS,PPE21,GI:31792734,1735310,1737346,2038,-1,PPE FAMILY PROTEIN
CDS,fadD11,GI:31792735,1737503,1739446,1945,1,POSSIBLE FATTY-ACID-COA LIGASE FADD11 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)
CDS,plsB1,GI:31792736,1739460,1741325,1867,1,glycerol-3-phosphate acyltransferase
CDS,frdA,GI:31792737,1741696,1743447,1753,1,fumarate reductase
CDS,frdBC,GI:31792738,1743450,1744574,1126,1,PROBABLE FUMARATE REDUCTASE [IRON-SULFUR SUBUNIT] FRDB and [MEMBRANE ANCHOR SUBUNIT] FRDC (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE)
CDS,frdD,GI:31792739,1744571,1744948,379,1,fumarate reductase subunit D
CDS,none,GI:31792740,1745016,1745624,610,1,Possible regulatory protein
CDS,mmpS6,GI:31792741,1745763,1746209,448,1,PROBABLE CONSERVED MEMBRANE PROTEIN MMPS6
CDS,mmpL6,GI:31792742,1746206,1749109,2905,1,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL6
CDS,none,GI:31792743,1749119,1749565,448,1,hypothetical protein
CDS,ilvA,GI:31792744,1749600,1750889,1291,1,threonine dehydratase
CDS,none,GI:31792745,1750927,1751145,220,1,hypothetical protein
CDS,none,GI:31792746,1751151,1751555,406,1,hypothetical protein
CDS,treZ,GI:31792747,1751572,1753314,1744,-1,Maltooligosyltrehalose trehalohydrolase TreZ
CDS,treYb,GI:31792748,1753307,1754041,736,-1,Maltooligosyltrehalose synthase TreYb [SECOND PART]
CDS,treYa,GI:31792749,1754046,1754798,754,-1,Maltooligosyltrehalose synthase TreYa [FIRST PART]
CDS,treX,GI:31792750,1754802,1756967,2167,-1,Maltooligosyltrehalose synthase TreX
CDS,none,GI:31792751,1757006,1759195,2191,-1,hypothetical protein
CDS,none,GI:31792752,1759294,1759986,694,-1,Possible inv protein
CDS,none,GI:31792753,1760226,1760510,286,-1,hypothetical membrane protein
CDS,bioA,GI:31792754,1760758,1762071,1315,1,adenosylmethionine--8-amino-7-oxononanoate transaminase
CDS,bioF1,GI:31792755,1762068,1763228,1162,1,8-amino-7-oxononanoate synthase
CDS,bioD,GI:31792756,1763225,1763905,682,1,dithiobiotin synthetase
CDS,none,GI:31792757,1763905,1764414,511,1,hypothetical protein
CDS,none,GI:31792758,1764560,1764664,106,-1,hypothetical protein
CDS,none,GI:31792759,1764680,1765090,412,1,Probable phiRV1 phage protein
CDS,none,GI:31792760,1765296,1765607,313,1,Probable phiRV1 phage related protein
CDS,none,GI:31792761,1765712,1766065,355,1,Probable phiRV1 phage protein
CDS,none,GI:31792762,1766009,1767430,1423,-1,Probable phiRV1 phage protein
CDS,none,GI:31792763,1767438,1767950,514,-1,Probable phiRv1 phage protein
CDS,none,GI:31792764,1768124,1768594,472,-1,Probable phiRv1 phage protein
CDS,none,GI:31792765,1768675,1768989,316,-1,Probable phiRv1 phage protein
CDS,none,GI:31792766,1768986,1769258,274,-1,Probable phiRv1 phage protein
CDS,none,GI:31792767,1769272,1769667,397,-1,Probable phiRv1 phage protein
CDS,none,GI:31792768,1769863,1771278,1417,-1,Probable phiRv1 phage protein
CDS,none,GI:31792769,1771278,1771676,400,-1,Probable phiRv1 phage protein
CDS,none,GI:31792770,1771673,1771894,223,-1,Possible phiRv1 phage protein
CDS,none,GI:31792771,1771950,1772465,517,-1,Possible phage phiRv1 protein
CDS,none,GI:31792772,1772462,1773871,1411,-1,Probable phiRv1 integrase
CDS,none,GI:31792773,1773528,1774529,1003,-1,Partial REP13E12 repeat protein
CDS,none,GI:31792774,1774534,1775202,670,-1,Partial REP13E12 repeat protein
CDS,bioB,GI:31792775,1775650,1776699,1051,1,biotin synthase
CDS,none,GI:31792776,1776700,1776939,241,1,hypothetical protein
CDS,none,GI:31792777,1776936,1777601,667,1,PROBABLE TRANSMEMBRANE PROTEIN
CDS,none,GI:31792778,1777766,1779106,1342,-1,hypothetical protein
CDS,none,GI:31792779,1779363,1780073,712,-1,hypothetical protein
CDS,nadA,GI:31792780,1780122,1781171,1051,1,quinolinate synthetase
CDS,nadB,GI:31792781,1781171,1782754,1585,1,L-aspartate oxidase
CDS,nadC,GI:31792782,1782754,1783611,859,1,nicotinate-nucleotide pyrophosphorylase
CDS,none,GI:31792783,1783660,1784418,760,1,hypothetical protein
CDS,none,GI:31792784,1784439,1784849,412,-1,hypothetical protein
CDS,hisD,GI:31792785,1784949,1786265,1318,1,histidinol dehydrogenase
CDS,hisC1,GI:31792786,1786262,1787404,1144,1,histidinol-phosphate aminotransferase
CDS,hisB,GI:31792787,1787401,1788033,634,1,imidazoleglycerol-phosphate dehydratase
CDS,hisH,GI:31792788,1788030,1788650,622,1,imidazole glycerol phosphate synthase subunit HisH
CDS,hisA,GI:31792789,1788660,1789397,739,1,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
CDS,impA,GI:31792790,1789405,1790217,814,1,PROBABLE INOSITOL-MONOPHOSPHATASE IMPA (IMP)
CDS,hisF,GI:31792791,1790219,1791022,805,1,imidazole glycerol phosphate synthase subunit HisF
CDS,hisI,GI:31792792,1791019,1791366,349,1,phosphoribosyl-AMP cyclohydrolase
CDS,chaA,GI:31792793,1791547,1792629,1084,1,Probable ionic transporter integral membrane protein chaA
CDS,bcpB,GI:31792794,1792664,1793128,466,-1,Probable peroxidoxin bcpB
CDS,trpE,GI:31792795,1793269,1794819,1552,1,anthranilate synthase component I
CDS,none,GI:31792796,1794809,1795516,709,1,POSSIBLE CONSERVED MEMBRANE PROTEIN
CDS,trpC,GI:31792797,1795606,1796424,820,1,indole-3-glycerol-phosphate synthase
CDS,trpB,GI:31792798,1796493,1797725,1234,1,tryptophan synthase subunit beta
CDS,trpA,GI:31792799,1797725,1798537,814,1,tryptophan synthase subunit alpha
CDS,lgt,GI:31792800,1798537,1799943,1408,1,prolipoprotein diacylglyceryl transferase
CDS,none,GI:31792801,1800619,1801059,442,1,hypothetical membrane protein
CDS,none,GI:31792802,1801049,1801447,400,1,hypothetical protein
CDS,pykA,GI:31792803,1801555,1802973,1420,1,pyruvate kinase
CDS,tesB1,GI:31792804,1802981,1803883,904,1,Probable acyl-CoA thioesterase II tesB1
CDS,none,GI:31792805,1803941,1805395,1456,1,hypothetical protein
CDS,cydC,GI:31792806,1805329,1807059,1732,-1,PROBABLE 'COMPONENT LINKED WITH THE ASSEMBLY OF CYTOCHROME' TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER CYDC
CDS,cydD,GI:31792807,1807056,1808639,1585,-1,PROBABLE 'COMPONENT LINKED WITH THE ASSEMBLY OF CYTOCHROME' TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER CYDD
CDS,cydB,GI:31792808,1808726,1809766,1042,-1,Probable integral membrane cytochrome D ubiquinol oxidase (subunit II) cydB (Cytochrome BD-I oxidase subunit II)
CDS,cydA,GI:31792809,1809796,1811253,1459,-1,Probable integral membrane cytochrome D ubiquinol oxidase (subunit I) cydA (Cytochrome BD-I oxidase subunit I)
CDS,none,GI:31792810,1811364,1811951,589,-1,Probable conserved membrane protein
CDS,cya,GI:31792811,1811980,1813236,1258,-1,MEMBRANE-ANCHORED ADENYLYL CYCLASE CYA (ATP PYROPHOSPHATE-LYASE) (ADENYLATE CYCLASE)
tRNA,leuV,GeneID:1092587,1813381,1813454,75,-1,tRNA-Leu
CDS,none,GI:31792812,1813546,1814163,619,1,Probable two-component system transcriptional regulator
CDS,none,GI:31792813,1814231,1815439,1210,-1,lipid-transfer protein
CDS,none,GI:31792814,1815436,1815927,493,-1,hypothetical protein
CDS,polA,GI:31792815,1816031,1818745,2716,1,DNA polymerase I
CDS,rpsA,GI:31792816,1818908,1820353,1447,1,30S ribosomal protein S1
CDS,coaE,GI:31792817,1820379,1821602,1225,1,dephospho-CoA kinase/unknown domain fusion protein
CDS,none,GI:31792818,1821753,1822196,445,-1,hypothetical protein
CDS,uvrB,GI:31792819,1822441,1824537,2098,1,excinuclease ABC subunit B
CDS,none,GI:31792820,1824534,1825949,1417,1,Possible drug efflux membrane protein
CDS,none,GI:31792821,1825938,1827608,1672,-1,hypothetical protein
CDS,TB15.3,GI:31792822,1827817,1828257,442,1,hypothetical protein
CDS,none,GI:31792823,1828264,1829058,796,-1,hypothetical protein
CDS,uvrA,GI:31792824,1829107,1832025,2920,1,excinuclease ABC subunit A
CDS,none,GI:31792825,1832082,1832339,259,-1,hypothetical protein
CDS,none,GI:31792826,1832355,1833824,1471,-1,hypothetical protein
CDS,lysS,GI:31792827,1833883,1837401,3520,-1,lysyl-tRNA synthetase
CDS,infC,GI:31792828,1837638,1838243,607,1,translation initiation factor IF-3
CDS,rpmI,GI:31792829,1838293,1838487,196,1,50S ribosomal protein L35
CDS,rplT,GI:31792830,1838549,1838938,391,1,50S ribosomal protein L20
CDS,tsnR,GI:31792831,1838971,1839753,784,1,Possible 23S rRNA methyltransferase tsnR
CDS,none,GI:31792832,1839764,1840819,1057,-1,hypothetical protein
CDS,PE17,GI:31792833,1841129,1842061,934,1,PE FAMILY PROTEIN
CDS,none,GI:31792834,1842139,1843089,952,1,hypothetical protein
CDS,none,GI:31792835,1843096,1843902,808,1,Probable transmembrane protein
CDS,pheS,GI:31792836,1844098,1845123,1027,1,phenylalanyl-tRNA synthetase alpha subunit
CDS,pheT,GI:31792837,1845123,1847618,2497,1,phenylalanyl-tRNA synthetase beta subunit
CDS,PE_PGRS30,GI:31792838,1847712,1850768,3058,-1,PE-PGRS FAMILY PROTEIN
CDS,argC,GI:31792839,1850962,1852020,1060,1,N-acetyl-gamma-glutamyl-phosphate reductase
CDS,argJ,GI:31792840,1852017,1853231,1216,1,bifunctional ornithine acetyltransferase/N-acetylglutamate synthase protein
CDS,argB,GI:31792841,1853228,1854112,886,1,acetylglutamate kinase
CDS,argD,GI:31792842,1854109,1855311,1204,1,acetylornithine aminotransferase
CDS,argF,GI:31792843,1855308,1856231,925,1,ornithine carbamoyltransferase
CDS,argR,GI:31792844,1856228,1856740,514,1,arginine repressor
CDS,argG,GI:31792845,1856749,1857945,1198,1,argininosuccinate synthase
